ID	FLOAT	FLOAT	X	BOOL	FLOAT	BOOL_HUN	X	X	FLOAT	BOOL	FLOAT	X	X	X	NOMINAL	FLOAT	X	FLOAT	FLOAT	X	BOOL	X	BOOL	FLOAT	BOOL	X	BOOL	X	X	X	X	BOOL	X	FLOAT	X	FLOAT	BOOL	FLOAT	FLOAT	X	X	FLOAT	NOMINAL	FLOAT	X	FLOAT	FLOAT	X	X	X	X	X	X	FLOAT	X	X	X	BOOL	BOOL	X	BOOL	BOOL	X	X	X	FLOAT	X	FLOAT	X	FLOAT	FLOAT	BOOL	X	X	FLOAT	X	X	X	NOMINAL	FLOAT	FLOAT	BOOL_TLD	X	FLOAT	FLOAT	BOOL	FLOAT	X	INT	FLOAT	X
zmb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Zimba	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Zimba	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120000	0	0	0	0	0	zmb
zmc	0	3	0	0	0	0	0	0	0	0	1	0	0	0	m	0	0	1	0	0	0	0	0	0	0	0	0	0	Margany	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	10.0	1	0	0	Margany	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	zmc
zma	0	1	0	0	0	0	0	0	0	0	1	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Manda (Australia)	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	8.5	1	0	0	Manda (Australia)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	1	0	8	0	zma
zmf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Mfinu	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Mfinu	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8400	0	0	0	0	0	zmf
smm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Musasa	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.5	0	0	0	Musasa	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50000	0	0	0	0	0	smm
zmd	0	1	0	0	0	0	0	0	0	0	1	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Maridan	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	8.5	1	0	0	Maridan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	8	0	zmd
zme	0	1	0	0	0	0	0	0	0	0	1	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Mangerr	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	10.0	1	0	0	Mangerr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	zme
zmz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Mbandja	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	5.0	0	0	0	Mbandja	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362460	0	0	0	0	0	zmz
zmx	0	7	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	2	0	0	0	0	0	1	0	0	0	0	Bomitaba	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.5	0	0	0	Bomitaba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9820	0	7	0	0	0	zmx
zmy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Mariyedi	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	8.5	0	0	0	Mariyedi	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	8	0	zmy
qve	0	0	0	0	0	0	-	0	0	0	0	en	QEA	Thu Jan 10 08:02:41 CST 2013	m	0	qve	0	0	-	no	qve	0	0	0	"Quechuan, Quechua II, C."	-	-	Eastern Apurímac Quechua	0	0	0	0	0	0	0	0	1	0	0	0	224215	0	0	0	4.0	0	quz quy quf qvs qvz qxa qva qup qug qxu quh qvc qul	0	Quechua, Eastern Apurímac	0	0	0	3	0	0	Eastern Apurímac Quechua	0	-	0	0		0	0	0	4	0	0	0	0	0	0	0	0	0	-	0	0	0	2022551	0	0	0	0	200000	0	0	Peru	0	0	qve
zmr	0	5	0	0	0	0	0	0	0	0	1	0	0	0	m	0	0	1	0	0	0	0	0	0	0	0	0	0	Maranunggu	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	8.5	1	0	0	Maranunggu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	6	0	8	0	zmr
zms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Mbesa	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Mbesa	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8400	0	0	0	0	0	zms
zmp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Mpuono	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Mpuono	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165000	0	0	0	0	0	zmp
zmq	0	2	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	1	0	0	0	0	0	0	0	0	0	0	Mituku	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Mituku	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50900	0	2	0	0	0	zmq
zmv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Mbariman-Gudhinma	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	10.0	0	0	0	Mbariman-Gudhinma	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	zmv
zmw	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Mbo (Democratic Republic of Congo)	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Mbo (Democratic Republic of Congo)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11000	0	0	0	0	0	zmw
zmt	0	2	0	0	0	0	0	0	0	0	1	0	0	0	m	0	0	1	0	0	0	0	0	0	0	0	0	0	Maringarr	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	8.5	1	0	0	Maringarr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	2	0	8	0	zmt
zmu	0	4	0	0	0	0	0	0	0	0	1	0	0	0	m	0	0	1	0	0	0	0	0	0	0	0	0	0	Muruwari	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	10.0	1	0	0	Muruwari	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	zmu
smh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Samei	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	8.0	0	0	0	Samei	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	0	0	0	5	0	smh
xxe-hnu-tou	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Tum	0	m	0	0	7.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
pbu	1	8	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	1	0	0	0	0	0	1	0	0	0	0	Northern Pashto	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	4.0	0	0	0	Pashto, Northern	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11430000	0	10	0	0	0	pbu
pbt	0	3	0	0	0	0	0	0	0	0	1	0	0	0	b	0	0	2	0	0	0	0	0	1	0	0	0	0	Southern Pashto	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	1.0	1	0	0	Pashto, Southern	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7590100	0	5	0	0	0	pbt
pbv	0	2	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	1	0	0	0	0	0	0	0	0	0	0	Pnar	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Pnar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247000	0	2	0	0	0	pbv
pbp	0	1	0	0	0	0	0	0	0	0	1	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Badyara	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	1	0	0	Badyara	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12730	0	1	0	5	0	pbp
pbs	0	2	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	2	0	0	0	0	0	3	0	0	0	0	Central Pame	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Pame, Central	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4350	0	4	0	0	0	pbs
pbr	0	2	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	1	0	0	0	0	0	0	0	0	0	0	Pangwa	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Pangwa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95000	0	2	0	0	0	pbr
smc	0	1	0	0	0	0	0	0	0	0	1	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Som	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	7.0	1	0	0	Som	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	1	0	9	0	smc
pby	0	1	0	0	0	0	0	0	0	0	1	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Pyu	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	8.0	1	0	0	Pyu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	1	0	7	0	pby
pbe	0	2	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	1	0	0	0	0	0	0	0	0	0	0	Mezontla Popoloca	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	8.0	0	0	0	Popoloca, Mezontla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	2	0	0	0	pbe
pbg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Paraujano	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	8.5	0	0	0	Paraujano	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	9	0	pbg
pbf	0	2	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	1	0	0	0	0	0	0	0	0	0	0	Coyotepec Popoloca	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	7.0	0	0	0	Popoloca, Coyotepec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	2	0	5	0	pbf
pbc	0	0	0	0	0	0	"INGARIKO, EREMAGOK, KAPON"	0	0	0	0	en	PBC	Wed Jan 9 20:11:17 CST 2013	m	0	pbc	0	0	-	no	pbc	0	0	0	"Carib, Northern, East-West Guiana, Macushi-Kapon, Kapon."	-	-	Patamona	0	0	0	0	0	0	0	0	1	0	0	0	215849	0	0	0	6.5	0	ake kng	0	Patamona	0	0	0	1	0	0	Patamona	0	-	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	-	0	0	0	1432534	0	0	0	0	4700	0	0	Guyana	6	0	pbc
pbb	0	22	0	0	0	0	NASA YUWE	0	0	pbb	1	en	PBB	Thu Dec 27 20:54:10 CST 2012	m	0	pbb	11	0	-	no	pbb	0	2	0	Paezan.	-	-	Páez	-	PBB	-	-	0	0	1635	0	2	0	0	0	3014	0	0	NASA YUWE	6.5	3	-	pbb	Páez	Fri May 21 12:23:10 CDT 2010	pbb	Colombia	0	-	Paezan.	Páez	0	pbb	0	no		0	0	0	0	-	0	0	13	13268	0	en	0	2	-	0	0	0	24410	1	0	Páez	0	40000	0	39	Colombia	5	0	pbb
pbl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Mak (Nigeria)	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Mak (Nigeria)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5690	0	0	0	6	0	pbl
pbo	0	1	0	0	0	0	0	0	0	0	1	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Papel	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	5.0	1	0	0	Papel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140200	0	1	0	0	0	pbo
pbn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Kpasam	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Kpasam	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	0	0	pbn
pbi	0	2	0	0	0	0	"PODOKO, PADUKO, PODOKWO, PODOGO, PADOGO, PADOKWA, PAWDAWKWA, PAREKWA, GWADI PAREKWA, KUDALA"	0	0	0	0	en	PBI	Wed Jan 9 16:06:06 CST 2013	m	0	pbi	5	0	-	no	pbi	0	0	0	"Afro-Asiatic, Chadic, Biu-Mandara, A, A.4, Mandara Proper, Podoko."	-	-	Parkwa	0	0	0	0	0	0	0	0	1	0	0	0	272566	0	0	0	5.0	0	hig	0	Parkwa	0	0	0	0	0	0	Parkwa	0	-	0	0		0	0	0	0	0	0	0	12	0	0	0	0	1	-	0	0	0	1384514	0	0	0	0	30000	0	8	Cameroon	0	0	pbi
pbh	0	12	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	1	0	0	0	0	0	0	0	0	0	0	E'ñapa Woromaipu	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	5.0	0	0	0	E'ñapa Woromaipu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3540	0	13	0	6	0	pbh
qvy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Queyu	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.5	0	0	0	Queyu	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7000	0	0	0	6	0	qvy
xxx-ja-Latn	0	0	0	0	0	0	-	0	0	-	0	en	JPN	-	m	0	ja-Latn	0	0	-	no	xxx-ja-Latn	0	0	0	"Japanese, Japanese."	-	-	Japanese (Romaji)	-	JPN	-	-	0	0	247948	0	0	0	0	0	0	0	0	-	7.7	0	mi tkl	xxx-ja-Latn	-	Mon Nov 7 10:29:22 CST 2011	ja-Latn	Japan	0	mi tkl	"Japanese, Japanese."	Japanese (Romaji)	0	-	0	no	1	0	0	0	0	-	0	0	0	1531839	0	en	0	0	-	0	0	0	0	89	0	Japanese (Romaji)	0	0	0	0	Japan	0	0	xxx-ja-Latn
qvz	0	4	0	0	0	0	"BOBONAZA QUICHUA, NORTHERN PASTAZA QUICHUA, PASTAZA QUICHUA, ALAMA, CANELOS QUICHUA, SARAYACU QUICHUA"	0	0	-	0	en es	QLB	Thu Dec 27 21:39:02 CST 2012	m	0	qvz	2	0	-	no	qvz	0	0	0	"Quechuan, Quechua II, B."	-	-	Northern Pastaza Quichua	-	QLB	-	-	0	0	363002	0	3	0	0	0	408137	0	0	"BOBONAZA QUICHUA, NORTHERN PASTAZA QUICHUA, PASTAZA QUICHUA, ALAMA, CANELOS QUICHUA, SARAYACU QUICHUA"	6.5	0	qup qvs qug	qvz	Quichua, Northern Pastaza	Mon Jun 13 17:37:18 CDT 2011	qvz	Ecuador	0	qup qvs qug	"Quechuan, Quechua II, B."	Northern Pastaza Quichua	0	-	0	no		0	0	0	0	-	0	0	2	3212112	0	en es	0	0	-	0	0	0	3620828	2	0	Northern Pastaza Quichua	0	10000	0	4	Ecuador	5	0	qvz
xow	0	1	0	0	0	0	0	0	0	0	1	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Kowaki	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	8.5	1	0	0	Kowaki	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	1	0	9	0	xow
qvw	0	13	0	0	0	0	"SOUTHERN HUANCAYO QUECHUA, HUANCA HUAYLLA QUECHUA"	0	0	-	0	en	QHU	Thu Dec 27 21:41:48 CST 2012	m	2	qvw	3	0.0	-	no	qvw	0	0	0	"Quechuan, Quechua I."	-	-	Huaylla Wanca Quechua	-	QHU	-	-	0	0	889	1	1	1016	0	0	815	0	0	"SOUTHERN HUANCAYO QUECHUA, HUANCA HUAYLLA QUECHUA"	5.0	0	qvn	qvw	Quechua, Huaylla Wanca	Tue May 24 17:00:57 CDT 2011	qvw	Peru	0	qvn	"Quechuan, Quechua I."	Huaylla Wanca Quechua	0	-	0	no		0	0	0	0	-	0	0	8	8168	0	en	0	0	-	0	0	0	7907	1	0	Huaylla Wanca Quechua	0	250000	0	16	Peru	4	0.0	qvw
haw	0	12		0	0	firefox add-on	"OLELO HAWAI'I, 'OLELO HAWAI'I MAKUAHINE"	0.83	0	hwi	1	en	HWI	-	v	1842	haw	1	59822	"Keola Donaghy, Joseph Colton, Jim Thompson"	yes	haw	1	1	0	"Austronesian, Malayo-Polynesian, Central-Eastern, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, East, Central, Marquesic."	-	haw	Hawaiian	haw	HWI	-	"Keola Donaghy, Joseph Colton, Jim Thompson"	1636	Hawai`i	2071159	0	0	239016		Hawaiian	0	0	0	"OLELO HAWAI'I, 'OLELO HAWAI'I MAKUAHINE"	2.0	2	to mlu stn bm tkl mi sm fj	haw	Hawaiian	Wed Sep 14 15:20:47 CDT 2011	haw	USA	0	to mlu stn bm tkl mi sm fj	"Austronesian, Malayo-Polynesian, Central-Eastern, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, East, Central, Marquesic."	Hawaiian	FALSE	hwi	haw	yes			190	haw	0	ʻŌlelo Hawaiʻi		haw	3	11000773	1	en		3	ʻŌlelo Hawaiʻi		8000	M	0	2045	"71.09 o 9.04 c 5.31 de"	Hawaiian	0	2000	0	15	USA	6	0.02	haw
xop	0	1	0	0	0	0	0	0	0	0	1	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Kopar	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	1	0	0	Kopar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	540	0	1	0	7	0	xop
qvp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Pacaraos Quechua	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	7.0	0	0	0	Quechua, Pacaraos	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	9	0	qvp
xxe-clw-mid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Middle Chulym	0	m	0	0	7.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
xog	0	0	0	0	0	0	"LUSOGA, OLUSOGA"	0	0	-	0	en	SOG	-	m	0	xog	0	0	"Minah Nabirye, Gilles-Maurice de Schryver"	no	xog	0	0	0	"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Nyoro-Ganda (J.10)."	-	-	Soga	-	SOG	-	"Minah Nabirye, Gilles-Maurice de Schryver"	0	0	10956	0	0	0	0	0	0	0	0	"LUSOGA, OLUSOGA"	4.0	0	lg hay nyo	xog	Soga	Tue Nov 29 23:22:34 CST 2011	xog	Uganda	1	lg hay nyo	"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Nyoro-Ganda (J.10)."	Soga	0	-	0	no		0	0	0	1	Lusoga	0	0	0	78881	0	en	0	0	Lusoga	0	0	0	0	3	0	Soga	0	2060000	0	0	Uganda	0	0	xog
xod	0	1	0	0	0	0	0	0	0	0	1	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Kokoda	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.5	1	0	0	Kokoda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3700	0	1	0	0	0	xod
xoc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	O'chi'chi'	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	10.0	0	0	0	O'chi'chi'	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	xoc
xon	0	3	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	3	0	0	0	0	0	1	0	0	0	0	Konkomba	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	5.0	1	0	0	Konkomba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	550100	0	21	0	0	0	xon
xoo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Xukurú	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	9.0	0	0	0	Xukurú	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	xoo
qvs	0	27	0	0	0	0	"UCAYALI, LAMISTA, LAMISTO, LAMA, LAMANO, MOTILÓN"	0	0	-	0	en es	QSA	Thu Dec 27 21:38:38 CST 2012	m	0	qvs	8	0	-	no	qvs	0	2	0	"Quechuan, Quechua II, B."	-	-	San Martín Quechua	-	QSA	-	-	0	0	327329	0	3	0	0	0	362703	0	0	"UCAYALI, LAMISTA, LAMISTO, LAMA, LAMANO, MOTILÓN"	6.5	2	qvz qup qug quz quy quf qva	qvs	Quechua, San Martín	Mon Jun 13 17:30:56 CDT 2011	qvs	Peru	0	qvz qup qug quz quy quf qva	"Quechuan, Quechua II, B."	San Martín Quechua	0	-	0	no		0	0	0	0	-	0	0	10	2898612	0	en es	0	2	-	0	0	0	3225785	3	0	San Martín Quechua	0	15000	0	31	Peru	5	0	qvs
xok	0	7	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	1	0	0	0	0	0	0	0	0	0	0	Xokleng	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	7.0	0	0	0	Xokleng	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760	0	9	0	7	0	xok
xoi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	Kominimung	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	6.0	0	0	0	Kominimung	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	xoi
xxe-0tz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Baïnounk Gujaher	0	m	0	0	7.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
xxe-bzr-bar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Barada	0	m	0	0	7.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
