ID,Name in English,Name in French,Name in Spanish,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment,Alternate names,Name in the language,Number of speakers,Sources,Latitude,Longitude,Description of the location,Endangerment code,In Europe
507,Buryat (Cis-Baikal),bouriate (Cis-Baïkalie),buriato (cisbaikálico),Russian Federation,RUS,"bxm, bxr, bxu",Severely endangered,,,50000.0,"Elena Skribnik: Buryat. — The Mongolic languages. Edited by Juha Janhunen. London and New York: Routledge, 2003. 102–128.",52.7961,104.8809,Ust’-Orda (Ust’-Ordynskiy) Buryat Autonomous District and elsewhere in Irkutsk Province,3,True
462,Southern Altay,altaï méridional,altái meridional,Russian Federation,RUS,alt,Definitely endangered,"dialects: Altay, Teleut (Telengut), Telengit; алтайский диалект, телеутский диалект, теленгитский диалект",,50000.0,"Н. А. Баскаков: Алтайский язык. — Языки мира: Тюркские языки. Москва: Индрик, 1997. 179–187.",51.069,86.5942,"the Republic of Altay in the Russian Federation, except that Teleut is mainly spoken in the Bachat region in Belovo, Gur’yevsk and Novokuznetsk counties in the western part of Kemerovo Province and the Chumysh region in Tselinnoye County in the eastern part of Altay Region in the Russian Federation as well as, at least until recently, in Altai District of northern Sinkiang, China",2,True
1475,Transylvanian Saxon,saxon transylvanien,sajón de Transilvania,Romania,ROU,,Severely endangered,,,50000.0,"Elmar Seebold: Deutsch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 167–170.",46.214,24.2413,Bistriţa (Bistritz) and Sibiu (Hermannstadt) regions in Transylvania; many now settled in Germany; an outlying dialect of Moselle Franconian (Luxemburgian) incorrectly subsumed under “Standard German” [deu] by the SIL,3,True
422,Võro-Seto,võro-seto,vorû setu,"Estonia, Russian Federation","EST, RUS",est,Definitely endangered,,,50000.0,,57.8096,27.29,the southeastern corner of Estonia; Pechory County in the west of Pskov Province in the Russian Federation; a regional language not recognized by the SIL,2,True
362,Irish,irlandais,irlandés,"Ireland, United Kingdom of Great Britain and Northern Ireland","IRL, GBR",gle,Definitely endangered,Irish Gaelic,,44000.0,"Gearóid Mac Eoin: Irish. — The Celtic languages. Edited by Martin J. Ball with James Fife. London and New York: Routledge, 1993. 101–144.",53.7876,-9.1845,"four principal areas in the west, two in Donegal County, one each in Galway and Kerry counties, plus eight small pockets, also in Mayo, Cork, and Waterford counties; formerly also in Northern Ireland",2,True
427,Western Mari,mari occidental,marí occidental,Russian Federation,RUS,mrj,Severely endangered,Hill Mari,,36822.0,"Eeva Kangasmaa-Minn: Mari. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 219–248. | Sirkka Saarinen: Tscheremissisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 719–733.",56.3317,46.5545,westernmost parts of the Republic of Mariy-El and adjacent parts of Kirov (Vyatka) and Nizhniy Novgorod provinces,3,True
406,Romansh,romanche,romanche,Switzerland,CHE,roh,Definitely endangered,,,35095.0,,46.5777,9.6954,"mainly in Surselva, Seumeir and Unterengadin regions in Graubünden (Grischun)",2,True
1077,Abaza,abaza,abaza,"Russian Federation, Turkey","RUS, TUR",abq,Definitely endangered,Tapanta,,31000.0,"В. А. Чирикба: Абазинский язык. — Языки Российской Федерации и соседних государств: энциклопедия I. Москва: Наука, 1997. | Wolfgang Schulze: Abasinisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 837–841.",44.1556,41.9368,"parts of the Karachay-Cherkes Republic in the Russian Federation; the Ashkharawa dialect, officially subsumed under Abaza, belongs to Abkhaz",2,True
1350,Burgenland Croatian,croate du Burgenland,serbocroata de Burgenland,"Austria, Hungary, Slovakia","AUT, HUN, SVK","bos, hrv, srp",Definitely endangered,,,30000.0,"Siegfried Tornow: Burgenlandkroatisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 235–245.",47.8435,16.5179,"Burgenland, Austria: 65 settlements; Győr-Moson-Sopron and Vas counties, Hungary: 14 settlements; Bratislava district, Slovakia: 5 settlements; an outlying dialect of Serbo-Croat not listed separately by the SIL",2,True
565,Ladin,ladin,ladino,Italy,ITA,lld,Definitely endangered,,,30000.0,,46.5531,11.8597,"several towns and villages in the Dolomites, including Badia and Marebbe in the Badia valley and Gardena in the Gardena valley in Bolzano Province (South Tyrol), Fassa in the Fassa valley in Trento Province, and Livinallongo in the Cordevole valley in Belluno Province",2,True
393,North Saami,saami nord,saamí septentrional,"Finland, Norway, Russian Federation, Sweden","FIN, NOR, RUS, SWE",sme,Definitely endangered,sámegiella (North Saami),davvisámegiella,30000.0,,68.9099,22.9394,"most parts of Finnmark and Troms provinces and the northernmost corner of Nordland Province, Norway; Kiruna and Pajala counties and parts of Gällivare and other adjacent counties in Norrbotten Province (Torne Lappmark) as well as, because of resettlements in the twentieth century, also in more southerly regions, Sweden; Utsjoki and Enontekiö counties, western parts of Inari County, and Vuotso region of Sodankylä County in Lapland Province, Finland; formerly also Petsamo region in Murmansk Province, the Russian Federation",2,True
503,Tundra Nenets,nénètse de la toundra,néncico de la tundra,Russian Federation,RUS,yrk,Definitely endangered,ненецкий,,30000.0,"Tapani Salminen: Nenets. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 516–547.",67.5001,67.7856,"Yamal, Nadym and Taz counties and the northern parts of Ural (Priural’skiy) County in Yamal Nenets Autonomous District; most parts of Ust’-Yeniseysk County in Taymyr (Dolgan and Nenets) Autonomous District; the northernmost parts of European Russia including Nenets Autonomous District, the Kolguyev Island, the northern parts of Mezen’ County and formerly the Novaya Zemlya Islands in Arkhangel’sk Province, as well as Vorkuta Territory and at least formerly the northern parts of Inta Territory and Usinsk, Ust’-Tsil’ma and Izhma counties in the Komi Republic",2,True
421,Vojvodina Rusyn,ruthène de Voïvodine,rutenio de Voivodina,"Croatia, Serbia","HRV, SRB",,Definitely endangered,Pannonian Rusyn,,30000.0,"Marc Stegherr: Rusinisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 399–408.",45.6351,19.1903,the Bačka region in Vojvodina Province in Serbia and cross-border areas in Croatia; incorrectly subsumed under Rusyn [rue] by the SIL,2,True
1035,Agul,agul,agul,Russian Federation,RUS,agx,Definitely endangered,Aghul,,29399.0,"З. К. Тарланов: Агульский язык. — Языки Российской Федерации и соседних государств: энциклопедия I. Москва: Наука, 1997.",41.7518,47.6875,"fifteen villages in Agul County and five villages in Kurakh County, amongst them Richa, Burkikhan, Tpig, Kurag, Burshag, and Fite, in the Republic of Daghestan and in a number of expatriate communities elsewhere in the Russian Federation",2,True
1513,Banat Bulgarian,bulgare de Banat,búlgaro del Bánato,"Romania, Serbia","ROU, SRB",bul,Definitely endangered,,,25000.0,"Aleksandr D. Duličenko: Banater Bulgarisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 203–208.",45.4832,20.9069,Banat region on both sides of the Romanian-Serbian border; also resettled in Bulgaria; an outlying dialect of Bulgarian,2,True
1351,Csángó Hungarian,hongrois csángó,csángó,Romania,ROU,hun,Severely endangered,,,25000.0,,46.7925,27.1911,"Bacău, Neamţ and Iaşi counties in the Moldova region, Romania; formerly also a few villages in the Republic of Moldova; an outlying dialect of Hungarian not listed separately by the SIL",3,True
396,Olonetsian,olonetsien,olonetsiano,"Finland, Russian Federation","FIN, RUS",olo,Definitely endangered,Livvi,,25000.0,"Eberhard Winkler: Karelisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 667–672.",61.1273,32.8765,"Olonets County (except the eastern corner), the western parts of Pryazha County and the southwestern part of Kondopoga County of the Republic of Karelia, the Russian Federation; in Finland, Olonetsian is spoken by people evacuated in 1940 and 1944 from former Finnish territories including Salmi and Impilahti counties, currently the eastern parts of Pitkyaranta (Pitkäranta) County and the southern corner of Suoyarvi (Suojärvi) County in the Republic of Karelia",2,True
1037,Andi,andi,andi,Russian Federation,RUS,ani,Definitely endangered,,,23729.0,"М. Е. Алексеев: Андийский язык. — Языки Российской Федерации и соседних государств: энциклопедия I. Москва: Наука, 1997.",42.7308,46.2963,"nine villages, including Andi, Muni (Munib), and Kvankhidatl’, in Botlikh County in the Republic of Daghestan",2,True
1448,Crimean Tatar (Dobruja),tatar de Crimée (Dobroudja),tártaro crimeano (Dobruja),"Bulgaria, Romania","BGR, ROU","crh, jct",Severely endangered,крымскотатарский (ru),,20000.0,,43.9414,28.3062,"central and southern Dobruja around Biulbiul, Topraisar, Azaplar, Murfatlar, Castelu, Osmancea, Bairamdede, Romania, and adjacent areas in Bulgaria",3,True
1614,Griko (Salento),griko (Salento),griko salentino,Italy,ITA,ell,Severely endangered,,,20000.0,,40.1578,18.2208,the Salento peninsula in Lecce Province in southern Apulia; an outlying dialect of Greek not listed separately by the SIL,3,True
327,Karelian (Karelia),carélien (Carélie),carelio (Carelia),"Finland, Russian Federation","FIN, RUS",krl,Definitely endangered,,,20000.0,"Eberhard Winkler: Karelisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 667–672.",63.0474,33.4616,"Loukhi, Kem’, Kalevala and Muyezerskiy counties, the western parts of Belomorsk, Segezha and Medvezh’yegorsk counties, the southwestern part of Kondopoga County and the Porosozero region of Suoyarvi (Suojärvi) County of the Republic of Karelia, the Russian Federation; in Finland, Karelian is spoken by people evacuated in 1940 and 1944 from former Finnish territories including Suojärvi, Suistamo and Korpiselkä counties, currently the central parts of Suoyarvi (Suojärvi) County in the Republic of Karelia, and in two border villages in Suomussalmi County in Oulu Province",2,True
1337,Mariupolitan Greek,grec de Marioupol,mauropoliano,Ukraine,UKR,ell,Severely endangered,Crimean Greek; Tauro-Romaic,,20000.0,,47.1364,37.5444,"originally the south of the Crimea, from where its speakers moved to the shores of the Azovan Sea in the Ukraine in the 1770s, and founded the city of Mariupol’ (Zhdanov) and several villages in what is now Donets’k (Donetsk) Province; an outlying dialect of Greek not listed separately by the SIL",3,True
384,Sorbian,sorbien,sorbio,Germany,DEU,"dsb, hsb",Definitely endangered,Lusatian; Wendish,,19500.0,"Gunter Spiess: Niedersorbisch; Tadeusz Lewaszkiewicz: Obersorbisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 343–354.",51.5001,14.4744,Lusatia (Lausitz [Łužica or Łužyca]) region around Cottbus (Chośebuz) and in the Spreewald (Błota) area in Brandenburg (lower Lusatia) and in and around Bautzen (Budyšin) in Saxony (upper Lusatia); two literary standards Lower Sorbian and Upper Sorbian,2,True
1051,Tsez,tsez,dido,Russian Federation,RUS,ddo,Definitely endangered,Dido; дидойский,,15356.0,"М. Ш. Халилов: Цезский язык. — Языки Российской Федерации и соседних государств: энциклопедия III. Москва: Наука, 2005.",42.2376,45.8734,"several villages, including Khutrakh, Kidero, Khupri, Shaitl, Mikok, Tsebari, Asakh, Shapikh, and Sagada, in Tsunta County in the Republic of Daghestan, and in a number of expatriate communities",2,True
1046,Chamalal,chamalal,chamalal,Russian Federation,RUS,cji,Definitely endangered,,,12000.0,"П. Т. Магомедова: Чамалинский язык. — Языки Российской Федерации и соседних государств: энциклопедия III. Москва: Наука, 2005.",42.5712,46.0739,"the villages of Upper Gakvari, Lower Gakvari, Agvali, Tsumada, Richaganik, Gadyri, Gigatl’, and Kvankhi in Tsumada County in the Republic of Daghestan",2,True
1333,Yurt Tatar,tatar yurt,tártaro de yurt,Russian Federation,RUS,,Definitely endangered,,,12000.0,"Л. Ш. Арсланов: Юртовских татар язык. — Языки Российской Федерации и соседних государств: энциклопедия III. Москва: Наука, 2005.",46.3943,48.3288,"Volga (Privolzhskiy), Nariman and Volodarskiy counties in Astrakhan Province; also in the suburbs of the city of Astrakhan; an outlying dialect of Nogay not listed at all by the SIL",2,True
1343,Algherese Catalan,catalan alguerais,alguerés,Italy,ITA,cat,Definitely endangered,,,10000.0,Enquesta d’usos lingüístics a l’Alguer 2004 available online: http://www6.gencat.net/llengcat/socio/docs/EULA2004.pdf,40.5638,8.3276,the town of Alghero in northwestern Sardinia; an outlying dialect of Catalan not listed separately by the SIL,2,True
330,Aragonese,aragonais,aragonés,Spain,ESP,arg,Definitely endangered,,,10000.0,"Nagore, F., ""La situation sociolinguistique de l'aragonais"", en Boyer, H. et Lagarde, Ch. (dir.), L'Espagne et ses langues, Paris, L'Harmattan, 2002, pp. 169-186.",42.2935,-0.4394,"the high valleys of the Pyrenees, notably Aragon River (Somontano), Sobrarbe and Ribagorza, in the northern part of the Huesca (Uesca) region in the northeast of Aragón, main towns being Graus and Sabiñánigo (Samianigo)",2,True
344,Dalecarlian,dalécarlien,dalecarliano,Sweden,SWE,swe,Definitely endangered,“Elfdalian” (the core dialect spoken in Älvdalen),,10000.0,"Yair Sapir: Elfdalian, the Vernacular of Övdaln [2004]. http://www.nordiska.uu.se/arkiv/konferenser/alvdalska/konferensbidrag/Sapir.pdf",61.2385,14.0295,"the central parts of Dalarna Province, with core area in the south of Älvdalen County; the original ISO code [dlc] for Dalecarlian has been retired on false grounds",2,True
1516,Karelian (Tver),carélien (Tver),carelio (Tver),Russian Federation,RUS,krl,Definitely endangered,,,10000.0,"Eberhard Winkler: Karelisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 667–672.",58.1533,36.101,"Tver’ Province, mainly around Tolmachi, Maksatikha and Ves’yegonsk",2,True
394,North Frisian,frison du nord,frisón septentrional,Germany,DEU,frr,Severely endangered,,,10000.0,,54.7341,8.7478,"western coast of Schleswig north of Husum including the Halligen Islands and the adjacent islands of Föhr, Amrum, Sylt and Helgoland",3,True
483,Northern Khanty,khanty septentrional,jantí septentrional,Russian Federation,RUS,kca,Definitely endangered,"dialects: Ob’ Khanty, Shuryskary and Berezovo Khanty, Kazym Khanty, Sherkaly Khanty, Niz’yam Khanty",,10000.0,"Daniel Abondolo: Khanty. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 358–386.",63.7047,66.676,"the lower Ob’ basin and on its tributaries, mainly in Beloyarskiy and Oktyabr’skoye counties and in the adjacent parts of Berezovo County in Khanty-Mansi Autonomous District and in Shuryskary County and the southern parts of Ural (Priural’skiy) County in Yamal Nenets Autonomous District",2,True
1079,Trukhmen,trukhmen,trukhmenio,"Russian Federation, Turkmenistan","RUS, TKM",,Definitely endangered,Caucasian Turkmen,,10000.0,,44.4886,44.5385,mainly the north-eastern parts of Stavropol’ Region; an outlying dialect of Turkmen not listed at all by the SIL,2,True
466,Chukchi,tchouktche,chukoto,Russian Federation,RUS,ckt,Severely endangered,Luoravetlan,,7742.0,А. А. Бурыкин: Чукотский язык http://lingsib.unesco.ru/ru/languages/chukchi.shtml.htm,67.6248,176.1767,most parts of Chukchi Autonomous District and adjacent regions in Koryak Autonomous District and Lower Kolyma (Nizhnekolymskiy) County in the Republic of Sakha (Yakutia),3,True
1332,Karagash,karagash,tofa,Russian Federation,RUS,,Definitely endangered,,,7000.0,Л. Ш. Арсланов: Язык карагашей-ногайцев Астраханской области. Набережные Челны 1992.,47.2643,47.2412,Krasnoyarskiy and Kharabali counties in Astrakhan Province; an outlying dialect of Nogay not listed at all by the SIL,2,True
1053,Karata,karata,karata,Russian Federation,RUS,kpt,Definitely endangered,Tokita (dialect),,6574.0,"М. Е. Алексеев: Каратинский язык. — Языки Российской Федерации и соседних государств: энциклопедия II. Москва: Наука, 2001.",42.5874,46.3348,"nine villages, including Karata and Tokita (Tukita), in Akhvakh County in the Republic of Daghestan",2,True
1042,Bezhta,bezhta,bejila,Russian Federation,RUS,kap,Definitely endangered,Kapucha,,6461.0,"М. Ш. Халилов: Бежтинский язык. — Языки Российской Федерации и соседних государств: энциклопедия I. Москва: Наука, 1997.",42.1369,46.1508,"the villages of Bezhta, Tlyadal, and Khasharkhota in Tsunta County in the Republic of Daghestan",2,True
498,Shor,chor,sorio,Russian Federation,RUS,cjs,Severely endangered,,,6210.0,"И. В. Шенцова & Д. М. Насилов: Шорский язык. — Языки народов России: Красная книга. Москва: Academia, 2002. 256–267. | Г. И. Донидзе: Шорский язык. — Языки мира: Тюркские языки. Москва: Индрик, 1997. 497–506.",53.0544,87.7478,the southern parts of Kemerovo Province and adjacent regions,3,True
1060,Tindi,tindi,tindi,Russian Federation,RUS,tin,Definitely endangered,,,6000.0,"П. Т. Магомедова: Тиндинский язык. — Языки Российской Федерации и соседних государств: энциклопедия III. Москва: Наука, 2005.",42.466,46.1453,"the villages of Tindi, Angida, Aknada, Echeda, and Tissi in Tsumada County in the Republic of Daghestan",2,True
1039,Akhvakh,akhvakh,ajvaj,Russian Federation,RUS,akv,Definitely endangered,,,5793.0,"О. Ю. Богуславская: Ахвахский язык. — Языки Российской Федерации и соседних государств: энциклопедия I. Москва: Наука, 1997.",42.472,46.3238,"six villages in Akhvakh County and the villages of Ratlub, Tlyanub, and Tsegob in Kakhib County in the Republic of Daghestan in the Russian Federation; expatriate community of Akhvakh-dere in Kuba (Quba) County in Azerbaijan",2,True
420,Veps,veps,vepsio,Russian Federation,RUS,vep,Severely endangered,“Vepsian”,,5753.0,,60.3269,34.8046,"three dialect areas: Northern Veps:  the eastern part of Onega (Prionezhskiy) County in the Republic of Karelia; Central Veps: across the boundary of St. Petersburg (Leningrad) and Vologda provinces, mainly in the southern part of Podporozh’ye County, the eastern corner of Tikhvin County and the northeastern part of Boksitogorsk counties in St. Petersburg Province, and the western parts of Babayevo and Vytegra counties in Vologda Province; Southern Veps: the southeastern part of Boksitogorsk County",3,True
1040,Bagvalal,bagvalal,bagvalal,Russian Federation,RUS,kva,Definitely endangered,Bagulal; Kvanada; багулальский; кванадинский,,5000.0,"П. Т. Магомедова: Багвалинский язык. — Языки Российской Федерации и соседних государств: энциклопедия I. Москва: Наука, 1997.",42.5247,46.192,"the villages of Khushtada, Tlondoda, Kvanada, and Gemerso in Tsumada County and the villages of Tlissi and Tlibisho in Akhvakh County as well as in a number of expatriate communities elsewhere in the Republic of Daghestan",2,True
1597,Gutnish,gutnisk,gotlandiano,Sweden,SWE,swe,Definitely endangered,,,5000.0,,57.3027,18.5284,"the south-east coast from Alskog till Burs of the main island of Gotland and, at least until recently, some parts of Fårö island off the main island; a regional language not recognized by the SIL",2,True
388,Megleno-Romanian,mégléno-roumain,rumano meglenita,"Greece, The former Yugoslav Republic of Macedonia","GRC, MKD",ruq,Severely endangered,Meglenitic,,5000.0,"Petar Atanasov: Meglenorumänisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 127–131.",41.1042,22.2025,"the Meglen (Μογλενά) region where the Vardar (Axios) River crosses the border between the FYROM and Greece; original villages Umă (Huma) in the FYROM, and Ľumniţă (Σκρά), Cupă (Κούπα), Oşiń (Άρχάγγελος), Birislăv (Περίκλεα), Lunḑiń (Λαγκαδιά), Ţărnareca (Κάρπι) and Nănti, Nǫnti (Νότια) in Greece; many have left the original area; further émigré communities in Romania and Turkey",3,True
1349,Molise Croatian,croate de Molise,croata molise,Italy,ITA,"bos, hrv, srp",Severely endangered,,,5000.0,"Walter Breu: Moliseslawisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 315–317.",41.8787,14.7065,"the villages of Montemitro (Mundimitar), San Felice del Molise (Filić, or Stifilić), and Acquaviva Collecroce (Kruč, or Živa voda) in Campobasso Province in southern Molise; large émigré communities e.g. in Australia; an outlying dialect of Serbo-Croat not listed separately by the SIL",3,True
468,Dolgan,dolgane,dolgán,Russian Federation,RUS,dlg,Definitely endangered,,,4865.0,,71.3851,97.3388,Dudinka and Khatanga counties in former Taymyr (Dolgan and Nenets) Autonomous District; Anabar County in the Republic of Sakha (Yakutia); an outlying dialect of Yakut,2,True
1044,Botlikh,botlikh,botlij,Russian Federation,RUS,bph,Definitely endangered,,,4000.0,"П. А. Саидова: Ботлихский язык. — Языки Российской Федерации и соседних государств: энциклопедия I. Москва: Наука, 1997.",42.6602,46.2222,the villages of Botlikh and Miarsu in Botlikh County in the Republic of Daghestan,2,True
1047,Godoberi,godoberi,godoberí,Russian Federation,RUS,gdo,Definitely endangered,Ghodoberi,,4000.0,"П. А. Саидова: Годоберинский язык. — Языки Российской Федерации и соседних государств: энциклопедия I. Москва: Наука, 1997.",42.643,46.1027,the large village of Godoberi and two small villages Zibirkhali and Beledi in Botlikh County in the Republic of Daghestan,2,True
676,Eastern Khanty,khanty oriental,jantí oriental,Russian Federation,RUS,kca,Definitely endangered,"dialects: Salym Khanty, Surgut Khanty, Vakh-Vas’yugan Khanty",,3000.0,"Daniel Abondolo: Khanty. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 358–386.",61.2491,74.5092,"the western and eastern tributaries to the middle Ob’, from the Vas’yugan to the Pim, mainly in Nefteyugansk, Surgut and Nizhnevartovsk counties in Khanty-Mansi Autonomous District and the adjacent parts of Tomsk Province",2,True
385,Lude,lude,ludio,Russian Federation,RUS,lud,Severely endangered,,,3000.0,"Eberhard Winkler: Karelisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 667–672.",61.5867,33.6813,"the central parts of Kondopoga County, the eastern parts of Pryazha County, the northernmost corner of Onega (Prionezhskiy) County and the Mikhaylovskoye (Kuujärvi) region in the east of Olonets County",3,True
487,Northern Mansi,mansi du Nord,mansí septentrional,Russian Federation,RUS,mns,Severely endangered,"dialects: Sygva Mansi, Sos’va Mansi, Ob’ Mansi, Upper Loz’va Mansi",,2746.0,"Laszlo Keresztes: Mansi. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 387–427.",62.6539,63.1494,"the western tributaries to the lower Ob’, mainly along the Sos’va, and the central and northern Ural mountains, within the forest zone, mainly in Berezovo County and the northern parts of Sovetskiy County in Khanty-Mansi Autonomous District, formerly also in adjacent parts of the Komi Republic and Yekaterinburg Province",3,True
1339,Griko (Calabria),griko (Calabre),griko calabrés,Italy,ITA,ell,Severely endangered,,,2000.0,,37.9961,15.9329,a few villages near Reggio di Calabria in southern Calabria; an outlying dialect of Greek not listed separately by the SIL,3,True
484,Koryak,koryak,coriaco,Russian Federation,RUS,kpy,Severely endangered,,,2000.0,"А. Н. Жукова: Корякский язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 39–53. | А. А. Бурыкин: Корякский язык http://lingsib.unesco.ru/ru/languages/koryak.shtml.htm",61.8561,168.6621,Penzhinskiy County and adjacent regions in Koryak Autonomous District,3,True
386,Lule Saami,lule saami,saamí de Lule,"Norway, Sweden","NOR, SWE",smj,Severely endangered,,julevsábme,2000.0,"Pekka Sammallahti: The Saami languages: an introduction. Kárášjohka: Davvi Girji, 1998.",67.272,17.7978,"Jokkmokk County and parts of Gällivare and other adjacent counties in Norrbotten Province (Lule Lappmark), Sweden; the Tysfjord region in northern Nordland Province, Norway",3,True
1043,Hunzib,hunzib,hunzib,Russian Federation,RUS,huz,Definitely endangered,Gunzib,,1839.0,"И. А. Исаков: Гунзибский язык. — Языки Российской Федерации и соседних государств: энциклопедия I. Москва: Наука, 1997.",42.1654,46.2991,"the villages of Gunzib, Nakhada, and Garbutl’ (Gorbutl’) in Tsunta County in the Republic of Daghestan",2,True
473,Forest Nenets,nénètse des forêts,néncico de los bosques,Russian Federation,RUS,yrk,Severely endangered,нещанский,,1500.0,"Tapani Salminen: Nenets. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 516–547.",64.9188,77.7941,"Pur County and the southern parts of Nadym County in Yamal Nenets Autonomous District and the adjacent parts of Nizhnevartovsk, Surgut and Beloyarskiy counties in Khanty-Mansi Autonomous District",3,True
1518,Karelian (Tikhvin),carélien (Tikhvin),carelio (Tijvin),Russian Federation,RUS,krl,Severely endangered,,,1500.0,"Eberhard Winkler: Karelisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 667–672.",59.601,33.3544,Tikhvin region in Leningrad Province,3,True
463,Alutor,alutor,aliutor,Russian Federation,RUS,alr,Severely endangered,,,1000.0,И. А. Муравьева: Алюторский язык http://lingsib.unesco.ru/ru/languages/aliutor.shtml.htm,60.2016,165.4238,"most of Olyutor and Karaga counties and the north of Tigil’ County in Koryak Autonomous District; includes three dialect groups, Alutor proper, Karaga, and Palana",3,True
1049,Inkhokvari,inkhokvari,injokari,Russian Federation,RUS,khv,Definitely endangered,,,1000.0,,42.3981,46.0299,"the villages of Kvantlyada, Santlyada, Inkhokari (Inkhokvari), and Khvayni in Tsumada County in the Republic of Daghestan",2,True
1511,Mòcheno,mocheno,mócheno,Italy,ITA,mhn,Definitely endangered,,,1000.0,"Anthony R. Rowley: „Mocheno e Cimbro“: Von Dialekt(en) zu Sprache(n)? — Dialektologie zwischen Tradition und Neuansätzen. Beiträge der Internationalen Dialektologentagung, Göttingen, 19.–21. Oktober 1998. Dieter Stellmacher (Hg.). Stuttgart 2000. 213–221.",46.1194,11.3258,"Palù (Palai), Fierozzo (Florutz) and Frassilongo (Gereut) in the Fersina Valley (Fersental, Valle del Fèrsina, or Val dei Mòcheni) in Trento Province; an outlying dialect of Bavarian",2,True
1348,Resian,résien,resiano,Italy,ITA,slv,Definitely endangered,"Resian Slovene (en), resiano (it), Rezijanski (sl), резьянско-словенский (ru)",,1000.0,,46.3734,13.3058,Resia in the northeastern part of Udine Province in the Autonomous Region Friuli-Venezia Giulia; an outlying dialect of Slovene not listed separately by the SIL,2,True
346,Saterlandic,frison oriental,frisón oriental,Germany,DEU,stq,Severely endangered,Sater Frisian; East Frisian,,1000.0,,53.1059,7.6787,"Strücklingen (Strukelje), Ramsloh (Romelse) and Scharrel (Schäddel) in Saterland region, Lower Saxony; till the early twentieth century also on the island of Wangerooge",3,True
372,Kildin Saami,saami Kildin,saamí de Kildin,Russian Federation,RUS,sjd,Severely endangered,,,787.0,"Pekka Sammallahti: The Saami languages: an introduction. Kárášjohka: Davvi Girji, 1998.",68.0075,35.0079,"earlier many locations in the eastern parts of Kola County and the western parts of Lovozero County in central Murmansk Province, from which they were concentrated to the county centre Lovozero",3,True
